Pattern Groups For Guesses From The Large Vocabulary Wordslist (14855) Into Wordlebot’s Possible Solutions List  (11/05/2024)											
							
guess	qty	ent min max ave exp p2
padri	105	4.960	1	468	30.37	180.61	4,563.07
rohan	113	4.960	1	439	28.22	182.36	4,349.96
snoek	110	4.960	1	419	28.99	190.22	4,674.25
milor	117	4.960	1	511	27.26	191.08	4,465.30
sneer	119	4.960	1	529	26.80	191.94	4,425.51
swole	114	4.960	1	465	27.97	195.34	4,681.97
stoln	108	4.960	1	576	29.53	200.39	5,045.05
brome	119	4.960	1	526	26.80	200.94	4,666.58
clour	114	4.960	1	578	27.97	203.82	4,919.08
dolee	102	4.960	1	613	31.27	204.13	5,404.51
copra	121	4.960	1	513	26.36	205.95	4,733.19
rutin	121	4.960	1	600	26.36	213.32	4,927.42
piend	119	4.960	1	569	26.80	220.75	5,197.54
vales	111	4.959	1	446	28.73	175.65	4,220.95
pyres	104	4.959	1	432	30.66	177.83	4,512.51
pelau	110	4.959	1	415	28.99	184.05	4,495.28
nilas	109	4.959	1	514	29.26	190.37	4,713.77
scald	103	4.959	1	573	30.96	194.55	5,064.89
sente	114	4.959	1	592	27.97	210.08	5,094.22
moist	114	4.959	1	647	27.97	217.43	5,299.89
rumes	110	4.958	1	468	28.99	183.28	4,473.06
posey	114	4.958	1	393	27.97	185.84	4,416.17
idant	110	4.958	1	523	28.99	186.75	4,573.54
terra	109	4.958	1	455	29.26	187.47	4,628.83
ample	113	4.958	1	466	28.22	194.52	4,693.16
coils	116	4.958	1	564	27.49	198.23	4,693.85
borna	122	4.958	1	490	26.14	199.89	4,541.61
grime	119	4.958	1	516	26.80	201.94	4,693.39
stere	115	4.958	1	556	27.73	203.37	4,870.54
alcid	123	4.958	1	570	25.93	210.96	4,797.21
plats	125	4.958	1	616	25.51	216.18	4,864.39
adobe	102	4.957	1	374	31.27	169.60	4,325.12
cauri	103	4.957	1	415	30.96	177.62	4,540.85
redly	117	4.957	1	429	27.26	181.43	4,202.29
chine	121	4.957	1	514	26.36	218.22	5,056.61
yarco	106	4.956	1	453	30.09	178.69	4,470.72
viler	124	4.956	1	468	25.72	182.87	4,041.56
lieus	99	4.956	1	501	32.21	183.00	4,857.08
socia	111	4.956	1	447	28.73	184.48	4,474.52
rotte	112	4.956	1	495	28.47	185.46	4,469.80
leaks	107	4.956	1	428	29.80	186.65	4,674.74
orgue	121	4.956	1	416	26.36	188.35	4,269.44
latus	113	4.956	1	573	28.22	195.49	4,720.53
demit	128	4.956	1	526	24.91	199.38	4,346.70
cadee	106	4.956	1	598	30.09	202.55	5,188.62
noyes	97	4.955	1	371	32.88	165.67	4,365.88
hames	100	4.955	1	417	31.89	179.01	4,691.52
modes	105	4.955	1	473	30.37	187.20	4,763.13
glode	116	4.955	1	525	27.49	198.20	4,693.01
urped	121	4.955	1	555	26.36	199.93	4,574.66
crons	113	4.955	1	566	28.22	204.24	4,967.55
nerka	100	4.954	1	409	31.89	172.31	4,478.08
admen	113	4.954	1	456	28.22	181.54	4,326.74
proke	116	4.954	1	487	27.49	193.22	4,556.06
darcy	119	4.954	1	517	26.80	196.25	4,541.10
penis	115	4.954	1	497	27.73	204.15	4,892.18
nomes	104	4.953	1	385	30.66	177.68	4,508.07
comes	107	4.953	1	425	29.80	186.77	4,678.10
metis	117	4.953	1	473	27.26	197.07	4,628.46
begar	122	4.953	1	476	26.14	200.81	4,565.89
onces	102	4.952	1	347	31.27	170.81	4,363.00
atony	111	4.952	1	471	28.73	192.87	4,715.80
serum	118	4.952	1	468	27.03	195.23	4,545.75
moree	101	4.952	1	598	31.57	197.92	5,252.17
titre	124	4.952	1	525	25.72	198.05	4,432.04
ealed	109	4.952	1	577	29.26	200.04	4,996.52
podal	114	4.952	1	524	27.97	201.64	4,858.01
pains	115	4.952	1	586	27.73	206.22	4,949.47
tuina	119	4.952	1	498	26.80	207.49	4,842.25
conia	122	4.952	1	513	26.14	210.47	4,818.25
media	114	4.951	1	381	27.97	184.72	4,384.76
caids	107	4.951	1	520	29.80	187.16	4,689.69
rouls	102	4.951	1	487	31.27	187.82	4,894.51
leuco	109	4.951	1	474	29.26	188.79	4,667.37
hiree	99	4.951	1	565	32.21	191.37	5,126.79
doric	110	4.951	1	574	28.99	197.84	4,895.21
naive	110	4.950	1	418	28.99	176.90	4,288.08
domes	105	4.950	1	473	30.37	187.30	4,766.20
mailo	113	4.950	1	405	28.22	187.54	4,496.21
stave	104	4.950	1	455	30.66	189.50	4,870.57
autos	111	4.950	1	440	28.73	194.69	4,767.85
clans	114	4.950	1	604	27.97	211.33	5,129.22
posit	126	4.950	1	639	25.31	221.79	4,972.91
aryls	95	4.949	1	439	33.57	167.70	4,502.48
avise	106	4.949	1	380	30.09	178.78	4,473.40
beaty	117	4.949	1	497	27.26	191.92	4,488.05
renig	118	4.949	1	465	27.03	195.55	4,554.50
scree	107	4.949	1	587	29.80	200.94	5,100.57
citee	101	4.949	1	602	31.57	203.83	5,438.86
bonce	118	4.949	1	501	27.03	209.89	4,942.11
bilat	125	4.949	1	581	25.51	214.63	4,824.86
ratch	119	4.949	1	628	26.80	217.54	5,111.52
oscar	102	4.948	1	431	31.27	175.05	4,495.55
netop	102	4.948	1	447	31.27	182.88	4,740.10
nidal	119	4.948	1	545	26.80	200.91	4,665.82
cerne	113	4.948	1	602	28.22	207.58	5,061.77
wrest	122	4.948	1	512	26.14	209.58	4,795.12
weird	117	4.948	1	577	27.26	210.18	4,985.95
mulse	120	4.948	1	522	26.58	218.56	5,101.94
crust	125	4.948	1	691	25.51	235.18	5,349.16
yamen	107	4.947	1	361	29.80	174.65	4,316.85
pleno	112	4.947	1	508	28.47	196.25	4,777.12
disme	113	4.947	1	514	28.22	197.18	4,768.24
rogan	132	4.947	1	495	24.16	203.96	4,343.80
coupe	110	4.947	1	546	28.99	210.74	5,269.12
blest	117	4.947	1	514	27.26	212.97	5,062.00
hoary	116	4.946	1	452	27.49	182.12	4,250.97
lacis	112	4.946	1	540	28.47	192.81	4,679.30
ahold	110	4.946	1	515	28.99	196.30	4,850.30
sowne	112	4.946	1	518	28.47	205.46	5,039.39
three	119	4.946	1	628	26.80	213.95	5,015.42
shope	119	4.946	1	525	26.80	214.06	5,018.23
curst	127	4.946	1	691	25.11	240.89	5,418.37
aurae	95	4.945	1	396	33.57	175.71	4,771.45
hairy	110	4.945	1	445	28.99	177.12	4,294.41
ryals	97	4.945	1	439	32.88	177.19	4,744.54
alane	107	4.945	1	483	29.80	195.03	4,924.42
curia	114	4.945	1	432	27.97	195.30	4,680.71
noils	106	4.945	1	577	30.09	196.63	5,010.61
reink	104	4.945	1	460	30.66	197.38	5,112.17
prief	109	4.945	1	535	29.26	197.85	4,932.54
beath	117	4.945	1	466	27.26	198.85	4,676.94
pents	107	4.945	1	489	29.80	202.51	5,147.22
thirl	110	4.945	1	526	28.99	204.07	5,075.81
pioye	95	4.944	1	449	33.57	173.28	4,689.89
luces	109	4.944	1	454	29.26	185.61	4,574.48
moley	115	4.944	1	400	27.73	189.33	4,481.15
mbret	105	4.944	1	543	30.37	194.15	4,974.23
retch	113	4.944	1	498	28.22	204.37	4,971.20
plets	123	4.944	1	505	25.93	208.36	4,730.04
rowed	123	4.944	1	572	25.93	208.87	4,743.21
glide	122	4.944	1	583	26.14	212.42	4,869.19
grued	122	4.944	1	591	26.14	214.09	4,913.01
randy	115	4.943	1	478	27.73	189.74	4,492.54
gaped	114	4.943	1	514	27.97	195.60	4,689.24
butle	129	4.943	1	500	24.72	210.45	4,591.44
grist	118	4.943	1	636	27.03	220.18	5,220.11
naids	107	4.942	1	512	29.80	182.85	4,561.47
moues	105	4.942	1	403	30.37	185.88	4,723.03
pruta	113	4.942	1	539	28.22	205.12	4,992.17
carps	119	4.942	1	596	26.80	209.85	4,905.54
puled	123	4.942	1	582	25.93	212.50	4,837.32
lyted	101	4.941	1	451	31.57	180.24	4,694.15
rivel	118	4.941	1	468	27.03	183.75	4,235.41
saved	106	4.941	1	512	30.09	185.83	4,685.44
moals	108	4.941	1	534	29.53	195.60	4,903.88
boteh	109	4.941	1	476	29.26	196.38	4,889.44
trank	118	4.941	1	565	27.03	203.83	4,778.26
coarb	113	4.941	1	565	28.22	205.34	4,998.38
argon	131	4.941	1	495	24.34	207.08	4,448.53
guise	111	4.941	1	559	28.73	216.83	5,404.13
epris	111	4.940	1	424	28.73	184.89	4,486.52
dauts	104	4.940	1	550	30.66	192.14	4,951.49
creel	108	4.940	1	573	29.53	201.48	5,077.38
piney	121	4.940	1	444	26.36	201.53	4,616.89
chape	120	4.940	1	473	26.58	213.70	4,972.78
skart	107	4.940	1	589	29.80	214.01	5,490.08
toaze	85	4.939	1	360	37.52	158.26	4,530.08
mitey	115	4.939	1	408	27.73	187.79	4,438.42
roven	114	4.939	1	477	27.97	189.06	4,506.10
story	111	4.939	1	542	28.73	199.06	4,893.62
onery	106	4.938	1	438	30.09	177.59	4,437.79
lours	108	4.938	1	487	29.53	189.26	4,716.68
hides	111	4.938	1	509	28.73	191.60	4,679.26
prads	105	4.938	1	505	30.37	191.98	4,908.16
lowse	109	4.938	1	465	29.26	193.05	4,792.19
stroy	109	4.938	1	542	29.26	198.57	4,953.53
verst	113	4.938	1	528	28.22	202.48	4,917.91
staun	114	4.938	1	602	27.97	215.99	5,259.60
ashed	102	4.937	1	393	31.27	166.31	4,222.12
ragis	113	4.937	1	469	28.22	180.45	4,296.01
mesto	123	4.937	1	464	25.93	191.60	4,295.34
shorl	106	4.937	1	513	30.09	202.16	5,176.96
clapt	120	4.937	1	647	26.58	224.89	5,270.31
lorel	98	4.936	1	469	32.54	177.88	4,729.55
vires	103	4.936	1	483	30.96	180.32	4,624.41
holey	111	4.936	1	380	28.73	180.33	4,355.30
sadic	107	4.936	1	520	29.80	186.26	4,662.91
buteo	116	4.936	1	414	27.49	190.05	4,469.04
yrapt	104	4.936	1	541	30.66	191.69	4,937.49
doula	108	4.936	1	451	29.53	192.05	4,798.82
uptie	121	4.936	1	453	26.36	193.87	4,414.96
scrod	105	4.936	1	547	30.37	194.27	4,977.74
bardo	124	4.936	1	518	25.72	196.98	4,404.36
trabs	108	4.936	1	559	29.53	198.74	4,996.45
mails	113	4.936	1	562	28.22	199.38	4,830.21
phone	115	4.936	1	502	27.73	205.47	4,928.79
ideas	88	4.935	1	306	36.24	155.32	4,315.45
keirs	101	4.935	1	421	31.57	179.15	4,659.65
nirls	94	4.935	1	469	33.93	182.33	5,034.69
livre	116	4.935	1	468	27.49	187.50	4,398.91
psora	106	4.935	1	450	30.09	187.95	4,749.40
dolts	107	4.935	1	521	29.80	190.70	4,795.32
parer	106	4.935	1	524	30.09	193.11	4,904.74
lapin	124	4.935	1	591	25.72	208.94	4,711.96
sayee	86	4.934	1	426	37.08	169.68	4,917.10
ylide	93	4.934	1	469	34.29	179.70	4,986.06
draps	98	4.934	1	505	32.54	189.20	5,097.82
abuse	104	4.934	1	457	30.66	190.52	4,901.68
mento	117	4.934	1	487	27.26	193.60	4,533.81
purao	102	4.934	1	431	31.27	195.40	5,131.59
daynt	101	4.934	1	550	31.57	195.81	5,185.51
loche	107	4.934	1	488	29.80	198.43	5,025.73
calve	123	4.934	1	519	25.93	208.55	4,734.73
tense	111	4.934	1	592	28.73	211.04	5,237.66
crash	115	4.934	1	626	27.73	226.59	5,514.58
tokes	91	4.933	1	406	35.04	173.65	4,857.27
baker	109	4.933	1	485	29.26	183.95	4,525.73
defat	116	4.933	1	463	27.49	190.43	4,479.28
pitas	114	4.933	1	575	27.97	211.99	5,147.60
tamin	123	4.933	1	607	25.93	212.51	4,837.38
vaper	109	4.932	1	511	29.26	187.42	4,627.38
ploye	104	4.932	1	475	30.66	190.66	4,906.18
fetas	114	4.932	1	436	27.97	191.66	4,579.03
halon	106	4.932	1	520	30.09	193.31	4,910.76
piano	116	4.932	1	396	27.49	194.34	4,586.97
titer	117	4.932	1	525	27.26	195.74	4,592.34
barns	107	4.932	1	540	29.80	195.92	4,950.98
sewan	117	4.932	1	445	27.26	196.52	4,613.42
dower	122	4.932	1	572	26.14	210.04	4,807.17
conge	112	4.932	1	531	28.47	217.46	5,381.05
thorn	117	4.932	1	599	27.26	218.38	5,209.32
slipt	125	4.932	1	743	25.51	249.53	5,715.19
oorie	89	4.931	1	406	35.83	170.84	4,837.51
helos	107	4.931	1	460	29.80	182.25	4,543.43
wager	107	4.931	1	500	29.80	187.79	4,708.53
ortet	107	4.931	1	495	29.80	188.80	4,738.72
hamed	112	4.931	1	493	28.47	191.87	4,652.45
cadis	110	4.931	1	520	28.99	192.46	4,738.99
cavel	117	4.931	1	519	27.26	198.65	4,671.47
serra	98	4.930	1	442	32.54	184.86	4,956.66
cedis	103	4.930	1	474	30.96	186.08	4,802.72
flair	119	4.930	1	506	26.80	195.18	4,512.40
dawen	114	4.930	1	525	27.97	197.75	4,749.25
matin	123	4.930	1	607	25.93	212.75	4,843.82
hault	117	4.930	1	627	27.26	214.31	5,098.33
clint	113	4.930	1	689	28.22	233.01	5,779.29
sweir	114	4.929	1	454	27.97	193.31	4,624.94
goats	110	4.929	1	531	28.99	194.86	4,808.79
salse	108	4.929	1	461	29.53	195.99	4,915.40
stond	107	4.929	1	597	29.80	204.98	5,220.92
petre	119	4.929	1	634	26.80	221.55	5,219.12
snath	116	4.929	1	680	27.49	240.80	5,864.16
useta	97	4.928	1	453	32.88	182.13	4,906.77
karee	96	4.928	1	563	33.22	188.39	5,154.44
sevir	113	4.928	1	483	28.22	189.34	4,546.99
amend	108	4.928	1	456	29.53	190.97	4,766.93
flies	120	4.928	1	492	26.58	195.14	4,479.59
hadst	108	4.928	1	609	29.53	210.71	5,349.97
glute	120	4.928	1	491	26.58	211.81	4,922.51
dosai	96	4.927	1	383	33.22	170.12	4,547.67
owler	105	4.927	1	425	30.37	175.40	4,404.82
adits	105	4.927	1	484	30.37	186.23	4,733.57
roose	97	4.927	1	474	32.88	189.89	5,162.01
melon	110	4.927	1	494	28.99	194.38	4,794.70
taste	113	4.927	1	470	28.22	197.60	4,780.03
apiol	116	4.927	1	460	27.49	199.25	4,722.01
third	113	4.927	1	609	28.22	216.58	5,315.61
owlet	109	4.926	1	431	29.26	182.36	4,479.24
spyre	107	4.926	1	432	29.80	185.63	4,644.27
intro	112	4.926	1	507	28.47	187.75	4,535.12
ident	110	4.926	1	491	28.99	194.05	4,785.34
toman	120	4.926	1	532	26.58	206.58	4,783.56
pants	110	4.926	1	642	28.99	216.12	5,425.03
deter	116	4.926	1	652	27.49	225.07	5,431.65
yeads	92	4.925	1	354	34.66	165.03	4,519.01
reiks	104	4.925	1	421	30.66	181.72	4,631.78
floes	111	4.925	1	419	28.73	183.41	4,444.04
tyned	109	4.925	1	460	29.26	185.39	4,567.92
eilds	111	4.925	1	445	28.73	188.80	4,598.85
coeds	103	4.925	1	446	30.96	189.05	4,894.64
elite	108	4.925	1	549	29.53	200.90	5,060.32
gaits	111	4.925	1	588	28.73	204.65	5,054.16
mange	112	4.925	1	482	28.47	206.77	5,076.71
souct	122	4.925	1	723	26.14	244.02	5,695.22
laxer	92	4.924	1	436	34.66	164.86	4,512.96
fades	103	4.924	1	454	30.96	177.20	4,527.69
lends	101	4.924	1	436	31.57	177.90	4,620.05
lands	100	4.924	1	517	31.89	185.04	4,884.08
ketas	104	4.924	1	431	30.66	185.84	4,758.30
cavie	104	4.924	1	431	30.66	190.27	4,894.03
colin	121	4.924	1	655	26.36	224.13	5,212.53
oaked	88	4.923	1	353	36.24	167.59	4,759.91
yrneh	91	4.923	1	368	35.04	168.17	4,665.18
raupo	98	4.923	1	421	32.54	179.37	4,777.98
ureic	94	4.923	1	436	33.93	179.61	4,942.32
rudas	106	4.923	1	451	30.09	184.62	4,649.04
beads	115	4.923	1	441	27.73	185.04	4,362.28
weirs	108	4.923	1	454	29.53	188.40	4,691.14
horis	110	4.923	1	535	28.99	195.12	4,816.19
meany	114	4.923	1	531	27.97	200.96	4,838.96
carob	121	4.923	1	565	26.36	208.01	4,787.45
phies	113	4.923	1	530	28.22	210.04	5,131.04
thrid	117	4.923	1	609	27.26	214.98	5,116.70
swart	117	4.923	1	605	27.26	221.49	5,294.11
icers	105	4.922	1	395	30.37	175.40	4,404.69
saheb	99	4.922	1	419	32.21	176.77	4,656.55
laves	106	4.922	1	446	30.09	177.42	4,432.61
poker	105	4.922	1	487	30.37	190.38	4,859.76
samek	98	4.922	1	471	32.54	192.45	5,203.68
melts	111	4.922	1	458	28.73	195.14	4,780.94
kades	95	4.921	1	461	33.57	176.84	4,809.23
melos	107	4.921	1	448	29.80	187.21	4,691.17
stoke	101	4.921	1	448	31.57	189.71	4,993.16
frail	116	4.921	1	506	27.49	195.99	4,632.23
tasse	104	4.921	1	470	30.66	196.99	5,100.17
deism	111	4.921	1	514	28.73	198.69	4,882.85
cardy	118	4.921	1	517	27.03	199.86	4,670.94
shola	109	4.921	1	510	29.26	203.32	5,092.41
larch	117	4.921	1	592	27.26	214.36	5,099.66
orfes	99	4.920	1	419	32.21	171.93	4,500.69
unode	102	4.920	1	439	31.27	185.08	4,809.12
liver	118	4.920	1	468	27.03	185.50	4,282.74
aulos	108	4.920	1	434	29.53	192.21	4,803.73
nused	112	4.920	1	502	28.47	192.68	4,675.41
agree	99	4.920	1	546	32.21	194.26	5,219.88
broil	114	4.920	1	547	27.97	201.48	4,853.53
cargo	113	4.920	1	535	28.22	203.40	4,943.78
rebut	126	4.920	1	486	25.31	205.27	4,554.77
talcy	109	4.920	1	600	29.26	208.91	5,256.10
cupel	121	4.920	1	542	26.36	213.75	4,938.79
weary	112	4.919	1	402	28.47	184.14	4,432.21
volte	110	4.919	1	453	28.99	189.75	4,660.46
beton	110	4.919	1	481	28.99	200.33	4,967.17
reuse	111	4.919	1	562	28.73	205.79	5,086.79
perle	109	4.919	1	613	29.26	214.31	5,414.08
goels	105	4.918	1	502	30.37	195.56	5,017.11
cando	113	4.918	1	547	28.22	204.11	4,963.89
spald	104	4.918	1	598	30.66	207.81	5,431.99
tabid	121	4.918	1	573	26.36	209.74	4,833.29
oleic	96	4.917	1	426	33.22	176.34	4,754.36
agley	106	4.917	1	397	30.09	180.27	4,518.34
coyed	105	4.917	1	437	30.37	190.57	4,865.53
savor	110	4.917	1	518	28.99	191.17	4,701.63
unled	112	4.917	1	502	28.47	192.44	4,668.78
upset	116	4.917	1	538	27.49	209.16	4,994.35
betid	121	4.917	1	564	26.36	212.52	4,906.39
puers	118	4.917	1	482	27.03	213.77	5,046.79
stupe	118	4.917	1	538	27.03	227.85	5,427.50
boats	113	4.916	1	535	28.22	199.29	4,827.71
cigar	109	4.916	1	554	29.26	205.72	5,162.76
mince	113	4.916	1	503	28.22	215.29	5,279.43
snout	122	4.916	1	697	26.14	239.79	5,584.74
sates	99	4.915	1	470	32.21	186.85	4,981.06
kites	98	4.915	1	493	32.54	190.52	5,140.82
negro	110	4.915	1	447	28.99	190.62	4,685.72
rubes	114	4.915	1	484	27.97	190.71	4,552.24
homie	105	4.915	1	481	30.37	191.56	4,895.45
scorn	114	4.915	1	566	27.97	205.19	4,957.38
craig	109	4.915	1	554	29.26	208.08	5,231.86
boree	103	4.915	1	632	30.96	211.12	5,577.84
acmes	99	4.914	1	403	32.21	176.59	4,650.87
rozet	95	4.914	1	481	33.57	178.05	4,849.93
nemas	105	4.914	1	432	30.37	182.10	4,608.31
boets	104	4.914	1	525	30.66	202.13	5,257.70
abord	111	4.914	1	518	28.73	202.46	4,991.31
golpe	112	4.914	1	493	28.47	211.32	5,206.14
chela	122	4.914	1	531	26.14	215.70	4,954.99
theca	123	4.914	1	523	25.93	215.98	4,927.45
roves	103	4.913	1	451	30.96	178.03	4,553.49
cafes	99	4.913	1	421	32.21	178.90	4,725.00
areal	103	4.913	1	447	30.96	187.74	4,854.19
noyed	108	4.913	1	429	29.53	189.30	4,717.80
gaols	107	4.913	1	538	29.80	196.03	4,954.06
dimes	113	4.913	1	514	28.22	196.79	4,757.29
reard	103	4.913	1	544	30.96	200.45	5,247.65
powre	110	4.913	1	535	28.99	205.78	5,125.35
shlep	114	4.913	1	537	27.97	208.70	5,055.71
suped	119	4.913	1	595	26.80	216.08	5,072.40
pians	111	4.913	1	586	28.73	216.15	5,384.56
seder	118	4.913	1	643	27.03	218.93	5,186.26
rabis	111	4.912	1	456	28.73	181.14	4,378.81
wetas	107	4.912	1	432	29.80	192.80	4,857.86
acton	117	4.912	1	501	27.26	201.88	4,759.73
baits	113	4.912	1	581	28.22	203.92	4,958.47
porns	108	4.912	1	597	29.53	215.76	5,498.97
spain	124	4.912	1	586	25.72	219.76	4,990.30
lered	110	4.912	1	630	28.99	222.76	5,617.55
perse	118	4.912	1	644	27.03	227.40	5,415.19
arses	89	4.911	1	442	35.83	169.52	4,790.16
lehrs	96	4.911	1	375	33.22	174.19	4,682.80
codas	106	4.911	1	484	30.09	190.08	4,813.30
diker	108	4.911	1	526	29.53	198.20	4,980.40
solve	106	4.911	1	473	30.09	198.76	5,074.66
carpi	116	4.911	1	527	27.49	198.92	4,712.70
duals	109	4.911	1	554	29.26	200.49	5,009.62
aeger	106	4.911	1	546	30.09	201.25	5,149.36
aleph	113	4.911	1	502	28.22	203.44	4,944.93
meins	107	4.911	1	520	29.80	206.81	5,275.43
dunce	118	4.911	1	552	27.03	211.58	4,987.60
spree	115	4.911	1	644	27.73	219.96	5,330.70
lynes	96	4.910	1	371	33.22	171.40	4,590.30
hayed	106	4.910	1	394	30.09	177.71	4,441.40
perog	107	4.910	1	493	29.80	198.93	5,040.46
scand	103	4.910	1	580	30.96	201.76	5,288.11
pedon	109	4.910	1	501	29.26	201.99	5,053.57
taigs	111	4.910	1	588	28.73	204.22	5,041.73
sinew	114	4.910	1	512	27.97	204.54	4,939.11
trigo	115	4.910	1	565	27.73	208.88	5,023.29
donee	104	4.910	1	635	30.66	214.65	5,641.59
gelid	122	4.910	1	583	26.14	220.64	5,084.12
peter	114	4.910	1	634	27.97	221.41	5,411.22
feint	126	4.910	1	544	25.31	229.16	5,159.39
ovate	97	4.909	1	334	32.88	165.71	4,367.18
vanes	103	4.909	1	443	30.96	178.90	4,580.41
navel	113	4.909	1	466	28.22	182.54	4,355.06
syned	101	4.909	1	472	31.57	185.30	4,853.75
mayed	110	4.909	1	457	28.99	191.55	4,712.85
goary	112	4.909	1	494	28.47	193.00	4,684.55
bodes	109	4.909	1	493	29.26	195.90	4,875.35
holme	108	4.909	1	486	29.53	203.07	5,124.29
snoke	109	4.909	1	515	29.26	205.27	5,149.48
drony	115	4.909	1	591	27.73	210.84	5,077.59
strop	116	4.909	1	595	27.49	217.33	5,218.96
vaute	103	4.908	1	419	30.96	181.45	4,659.36
rosha	100	4.908	1	439	31.89	183.25	4,826.78
ceiba	104	4.908	1	387	30.66	184.84	4,727.43
potai	109	4.908	1	433	29.26	188.81	4,668.10
etrog	102	4.908	1	425	31.27	188.98	4,930.80
leafs	105	4.908	1	432	30.37	189.84	4,843.30
mayor	114	4.908	1	511	27.97	194.17	4,649.20
goals	106	4.908	1	538	30.09	199.03	5,082.79
redig	117	4.908	1	537	27.26	203.44	4,802.17
soman	110	4.908	1	562	28.99	213.21	5,340.81
morts	117	4.908	1	606	27.26	216.03	5,145.18
crins	102	4.908	1	602	31.27	216.35	5,786.72
bayes	104	4.907	1	359	30.66	172.66	4,354.17
viner	117	4.907	1	518	27.26	197.16	4,631.06
linos	109	4.907	1	577	29.26	204.59	5,129.64
draft	113	4.907	1	577	28.22	205.17	4,993.82
debit	118	4.907	1	564	27.03	211.64	4,989.31
tunas	113	4.907	1	602	28.22	218.05	5,357.16
noema	103	4.906	1	387	30.96	179.18	4,589.16
roleo	96	4.906	1	469	33.22	181.81	4,936.03
games	100	4.906	1	435	31.89	184.96	4,881.36
cakes	91	4.906	1	452	35.04	187.11	5,328.86
twine	116	4.906	1	534	27.49	211.89	5,069.44
carex	100	4.905	1	496	31.89	185.19	4,888.70
wades	103	4.905	1	481	30.96	186.27	4,808.54
yetis	95	4.905	1	492	33.57	186.29	5,126.58
loids	105	4.905	1	517	30.37	188.28	4,795.91
acerb	110	4.905	1	434	28.99	188.92	4,636.59
doges	105	4.905	1	482	30.37	190.87	4,874.44
bitey	112	4.905	1	438	28.47	192.72	4,676.55
layin	106	4.905	1	555	30.09	199.46	5,095.51
garni	108	4.905	1	518	29.53	199.64	5,023.05
pilao	114	4.905	1	448	27.97	200.55	4,827.46
heaps	111	4.905	1	465	28.73	202.02	4,978.54
couta	109	4.905	1	487	29.26	205.70	5,162.04
morin	117	4.905	1	611	27.26	215.83	5,139.87
craps	117	4.905	1	596	27.26	218.33	5,208.09
chard	123	4.905	1	603	25.93	223.25	5,115.95
degas	102	4.904	1	430	31.27	184.03	4,776.08
toked	90	4.904	1	484	35.43	186.32	5,346.38
derms	98	4.904	1	525	32.54	193.41	5,234.86
moray	119	4.904	1	511	26.80	204.03	4,749.56
peisy	113	4.904	1	553	28.22	215.47	5,284.44
tikes	94	4.903	1	493	33.93	190.55	5,313.54
weans	105	4.903	1	445	30.37	195.79	5,023.87
strag	100	4.903	1	553	31.89	199.50	5,344.96
mercs	107	4.903	1	479	29.80	200.31	5,081.67
clave	118	4.903	1	519	27.03	213.72	5,045.60
wider	117	4.903	1	577	27.26	215.74	5,137.35
trips	112	4.903	1	640	28.47	222.89	5,535.77
pinot	122	4.903	1	683	26.14	236.52	5,499.10
rases	92	4.902	1	442	34.66	168.38	4,635.01
sorex	93	4.902	1	468	34.29	179.19	4,968.59
ascot	101	4.902	1	488	31.57	193.93	5,126.38
moyle	106	4.902	1	491	30.09	198.58	5,069.02
baton	118	4.902	1	545	27.03	209.93	4,943.04
cuber	123	4.902	1	539	25.93	209.95	4,771.12
noust	117	4.902	1	697	27.26	236.31	5,698.14
drays	90	4.901	1	445	35.43	174.38	4,923.42
lapis	113	4.901	1	556	28.22	202.76	4,925.68
awned	122	4.901	1	525	26.14	208.95	4,778.53
sprod	106	4.901	1	591	30.09	209.11	5,385.85
thiol	104	4.901	1	603	30.66	213.55	5,607.82
bield	122	4.901	1	578	26.14	224.79	5,192.53
sound	109	4.901	1	695	29.26	229.74	5,865.42
mages	101	4.900	1	435	31.57	185.36	4,855.57
hoyle	102	4.900	1	484	31.27	189.06	4,933.53
edits	104	4.900	1	469	30.66	194.17	5,013.80
dared	106	4.900	1	544	30.09	196.68	5,011.85
capri	111	4.900	1	527	28.73	201.03	4,950.13
eaned	105	4.900	1	569	30.37	204.48	5,287.85
power	107	4.900	1	535	29.80	204.56	5,208.49
mutes	112	4.900	1	528	28.47	208.64	5,129.84
ergon	119	4.900	1	477	26.80	209.06	4,884.40
clept	114	4.900	1	533	27.97	216.08	5,262.11
dinlo	111	4.900	1	628	28.73	220.53	5,510.43
owres	102	4.899	1	444	31.27	182.26	4,720.94
thali	107	4.899	1	544	29.80	205.56	5,238.27
tamis	110	4.899	1	588	28.99	208.36	5,200.08
colts	110	4.899	1	616	28.99	212.45	5,318.77
tubar	120	4.899	1	571	26.58	215.13	5,010.73
minor	114	4.899	1	611	27.97	215.70	5,251.39
setup	115	4.899	1	542	27.73	230.72	5,629.03
keros	96	4.898	1	404	33.22	178.74	4,833.92
cagey	106	4.898	1	370	30.09	185.49	4,675.46
dynel	110	4.898	1	493	28.99	195.13	4,816.43
alcos	114	4.898	1	498	27.97	197.54	4,743.52
preak	114	4.898	1	450	27.97	203.28	4,903.99
dirty	111	4.898	1	548	28.73	203.98	5,034.79
orach	111	4.898	1	536	28.73	211.22	5,242.83
turns	115	4.898	1	617	27.73	224.14	5,446.56
herds	111	4.897	1	503	28.73	189.38	4,615.31
halos	106	4.897	1	510	30.09	191.62	4,859.76
